archivo,mae_global,r2_global
data/modelado/ds_modelado_group.parquet,0.8165699692073639,0.1824748819232859
data/modelado/ds_modelado_group.parquet,0.8165699692073639,0.1824748819232859
data/modelado/ds_modelado_por_zona.parquet,3.037208365310769,0.9300005701432223
data/modelado/ds_modelado_por_zona.parquet,3.2197032564167682,0.9174283045622608
