id_estacion,lat,lon
306,-34.608465,-58.45585
180,-34.619775,-58.420492
296,-34.632961,-58.462547
284,-34.631018,-58.435056
443,-34.6544742,-58.39028691699999
24,-34.610583,-58.38089430000001
321,-34.561851,-58.444754
71,-34.6026673,-58.383355900000005
36,-34.6010599,-58.3745346
332,-34.602133,-58.490891
38,-34.5970497,-58.382840300000005
235,-34.573734,-58.48692409
422,-34.56454,-58.50289
217,-34.6342818,-58.4042123
208,-34.5807161,-58.43840400000001
169,-34.613071183327094,-58.41497103862304
192,-34.5972773,-58.3855748
369,-34.592244,-58.491797
373,-34.582336918286785,-58.48108314683206
90,-34.5866324,-58.3998749
203,-34.628757,-58.35625900000001
400,-34.57899,-58.46982
338,-34.602931,-58.479421
228,-34.6164879,-58.3656683
376,-34.6274033,-58.48811179999999
428,-34.587458,-58.4739506
349,-34.5703869,-58.4663122
404,-34.543949,-58.4408983
447,-34.59339,-58.4657845
266,-34.6654739,-58.4384883
368,-34.59807,-58.482079
61,-34.6189273,-58.50517690000001
237,-34.63670935917866,-58.501355258102926
461,-34.58088,-58.49363000000001
458,-34.63642574842393,-58.44400690036917
459,-34.61072,-58.51914
460,-34.6075,-58.51193000000001
453,-34.6294802,-58.49448539999998
457,-34.62805,-58.52174
462,-34.6701713,-58.4956397
456,-34.5831596,-58.5131664
455,-34.62652,-58.50804999999999
454,-34.63403,-58.50694000000001
468,-34.6042288,-58.39373749999999
466,-34.608096,-58.41183969999999
464,-34.541,-58.4441
467,-34.6055135,-58.3958925
465,-34.5904625,-58.5071166
474,-34.6108915,-58.50301999999999
472,-34.5751286,-58.45275609999999
492,-34.6097105,-58.4215633
476,-34.6182924,-58.4985253
478,-34.572056,-58.44752359999998
484,-34.5554843,-58.4768041
480,-34.6293335,-58.48360279999999
471,-34.5947293,-58.5033086
477,-34.6350046,-58.395053900000015
473,-34.6134032,-58.4933583
475,-34.6165412,-58.52601810000001
481,-34.6430378,-58.5127001
489,-34.5476039,-58.4565662
486,-34.5420905,-58.47056989999999
479,-34.6262877,-58.45530009999998
469,-34.5934185,-58.513837
488,-34.5657087,-58.49521839999999
487,-34.55813699999999,-58.46725929999999
483,-34.5436888,-58.4771259
482,-34.550468,-58.430024
485,-34.553465,-58.42143999999999
493,-34.5967435,-58.4594031
490,-34.56477054,-58.402021
440,-34.5906475,-58.42889899999998
491,-34.61200399005994,-58.44215423439331
496,-34.5831596,-58.51316640000001
494,-34.6147875,-58.5116722
497,-34.5744245,-58.4962318
498,-34.5865976,-58.49495850000001
518,-34.5738986,-58.431782000000005
499,-34.62855635090828,-58.4468139680066
504,-34.6247196,-58.47518040000001
515,-34.57424606980564,-58.41465533223048
511,-34.575441,-58.46268899999999
506,-34.569435,-58.399369
500,-34.5532117,-58.464224299999984
517,-34.5745008,-58.42481399999999
512,-34.5816148,-58.47505689999999
509,-34.6336384,-58.48980999999999
508,-34.6391718,-58.4947858
501,-34.5492488,-58.4619408
513,-34.5971297,-58.490739000000005
505,-34.6226411,-58.48202029999999
502,-34.5406752,-58.4752251
503,-34.6072013,-58.45640650000001
507,-34.673248,-58.45531939999999
516,-34.5709984,-58.423346900000006
523,-34.5708116,-58.4578677
526,-34.54162804074317,-58.46340407324711
529,-34.61325931284073,-58.43011879451216
524,-34.557933,-58.4607027
527,-34.588727,-58.43838599999999
537,-34.57080828710083,-58.45806148960133
521,-34.59646530000001,-58.46638409999999
525,-34.536691,-58.4668133
530,-34.61651103390999,-58.43235024128227
522,-34.6022435,-58.44254819999999
519,-34.59291496187579,-58.375442711639394
536,-34.5954737,-58.37748229999999
534,-34.5829625,-58.42997930000001
528,-34.6367055,-58.49528569999998
533,-34.56119069896605,-58.4920304128975
532,-34.573033051099245,-58.5039082871025
535,-34.60251720000001,-58.449658973016376
531,-34.63362230949344,-58.52125773107453
520,-34.67263155698435,-58.445517873322615
538,-34.545091,-58.451432
548,-34.687767,-58.475178
539,-34.626972970573625,-58.38060147088622
542,-34.55386,-58.41949999999999
544,-34.600598,-58.382361
546,-34.6313039,-58.44176059999998
545,-34.62780084937208,-58.440321152114855
543,-34.60748033900249,-58.366741024467466
540,-34.55771,-58.41033000000001
541,-34.55572,-58.41320999999999
550,-34.634808,-58.527098
547,-34.620169,-58.422097
556,-34.583613,-58.443602000000006
549,-34.649701,-58.51078
554,-34.5698528,-58.4767434
552,-34.6028514,-58.5126086
553,-34.5801918,-58.50094170000001
551,-34.644804,-58.518867
