id_estacion,lat,lon,barrio,barrio
356,-34.547695,-58.4584684,NUÑEZ,NUÑEZ
312,-34.629028,-58.4769111,FLORESTA,FLORESTA
250,-34.6526797,-58.377215,BARRACAS,BARRACAS
343,-34.6357272,-58.4411639,PARQUE CHACABUCO,PARQUE CHACABUCO
345,-34.5947762,-58.4750615,PATERNAL,PATERNAL
201,-34.6034449,-58.378167,SAN NICOLAS,SAN NICOLAS
339,-34.61938,-58.45471,CABALLITO,CABALLITO
391,-34.5508944,-58.4719176,SAAVEDRA,SAAVEDRA
389,-34.62795,-58.44024,CABALLITO,CABALLITO
141,-34.6115231,-58.3904968,MONSERRAT,MONSERRAT
406,-34.6009283,-58.3642613,PUERTO MADERO,PUERTO MADERO
55,-34.5994122,-58.36966404,SAN NICOLAS,SAN NICOLAS
319,-34.6036,-58.4036,BALVANERA,BALVANERA
401,-34.6347604,-58.47947,FLORESTA,FLORESTA
274,-34.5563511,-58.4630428,BELGRANO,BELGRANO
297,-34.640978,-58.466118,FLORES,FLORES
396,-34.601852,-58.448011,VILLA CRESPO,VILLA CRESPO
325,-34.6501,-58.41626,NUEVA POMPEYA,NUEVA POMPEYA
127,-34.5923884,-58.453077,CHACARITA,CHACARITA
399,-34.6340414,-58.446273,PARQUE CHACABUCO,PARQUE CHACABUCO
405,-34.5767497,-58.4689771,VILLA ORTUZAR,VILLA ORTUZAR
185,-34.63133,-58.42177,BOEDO,BOEDO
119,-34.5885608,-58.3973293,RECOLETA,RECOLETA
430,-34.5520678,-58.4267679,PALERMO,PALERMO
225,-34.5968511,-58.4295184,VILLA CRESPO,VILLA CRESPO
292,-34.634796,-58.378109,BARRACAS,BARRACAS
397,-34.5979984,-58.4856262,VILLA DEL PARQUE,VILLA DEL PARQUE
282,-34.5699743,-58.4562794,COLEGIALES,COLEGIALES
298,-34.634443,-58.463437,FLORES,FLORES
314,-34.61047,-58.4602399,CABALLITO,CABALLITO
272,-34.5883744,-58.4668651,VILLA ORTUZAR,VILLA ORTUZAR
110,-34.601738,-58.415434,ALMAGRO,ALMAGRO
320,-34.584063,-58.440137,PALERMO,PALERMO
240,-34.558137,-58.4672593,BELGRANO,BELGRANO
354,-34.613457,-58.4401581,CABALLITO,CABALLITO
221,-34.6280441,-58.4274042,PARQUE CHACABUCO,PARQUE CHACABUCO
352,-34.5807104,-58.4248291,PALERMO,PALERMO
276,-34.559476,-58.4699652,COGHLAN,COGHLAN
415,-34.6203961,-58.4637146,FLORES,FLORES
246,-34.554326,-58.4389256,BELGRANO,BELGRANO
388,-34.580927,-58.48455,VILLA URQUIZA,VILLA URQUIZA
170,-34.5996644,-58.4061023,BALVANERA,BALVANERA
173,-34.6222964,-58.3751607,SAN TELMO,SAN TELMO
347,-34.5834356,-58.4065391,PALERMO,PALERMO
238,-34.6365814,-58.4367011,PARQUE CHACABUCO,PARQUE CHACABUCO
53,-34.5952579,-58.3743514,RETIRO,RETIRO
394,-34.6455992,-58.3684969,BARRACAS,BARRACAS
326,-34.5420905,-58.4705699,NUÑEZ,NUÑEZ
62,-34.5985102,-58.3768501,RETIRO,RETIRO
78,-34.5910737,-58.3799953,RETIRO,RETIRO
350,-34.5657087,-58.4952184,VILLA URQUIZA,VILLA URQUIZA
11,-34.6011762,-58.3850791,SAN NICOLAS,SAN NICOLAS
224,-34.5808537,-58.434484,PALERMO,PALERMO
390,-34.547758,-58.459881,NUÑEZ,NUÑEZ
411,-34.6385808,-58.4769856,PARQUE AVELLANEDA,PARQUE AVELLANEDA
218,-34.638523,-58.425464,PARQUE CHACABUCO,PARQUE CHACABUCO
143,-34.604709,-58.415807,ALMAGRO,ALMAGRO
115,-34.5878001,-58.3908362,RECOLETA,RECOLETA
279,-34.607516,-58.404758,BALVANERA,BALVANERA
398,-34.5761817,-58.4546508,COLEGIALES,COLEGIALES
256,-34.610398,-58.454304,CABALLITO,CABALLITO
244,-34.5874735,-58.4842469,PARQUE CHAS,PARQUE CHAS
421,-34.5419013,-58.4438699,BELGRANO,BELGRANO
52,-34.6068725,-58.4148939,ALMAGRO,ALMAGRO
306,-34.608465,-58.45585,CABALLITO,CABALLITO
180,-34.619775,-58.420492,ALMAGRO,ALMAGRO
296,-34.632961,-58.462547,FLORES,FLORES
321,-34.561851,-58.444754,BELGRANO,BELGRANO
332,-34.602133,-58.490891,VILLA DEL PARQUE,VILLA DEL PARQUE
217,-34.6342818,-58.4042123,PARQUE PATRICIOS,PARQUE PATRICIOS
192,-34.5972773,-58.3855748,RETIRO,RETIRO
90,-34.5866324,-58.3998749,RECOLETA,RECOLETA
338,-34.602931,-58.479421,VILLA DEL PARQUE,VILLA DEL PARQUE
404,-34.543949,-58.4408983,BELGRANO,BELGRANO
266,-34.6654739,-58.4384883,VILLA SOLDATI,VILLA SOLDATI
