ID_usuario,edad_usuario,año_alta,mes_alta,dia_alta,hora_alta_h,hora_alta_m,hora_alta_s,genero_FEMALE,genero_MALE,genero_OTHER
531207,27,4,5,18,5,55,8,1,0,0
531210,27,6,4,18,5,54,40,1,0,0
531214,20,6,4,18,5,54,40,1,0,0
531216,57,4,4,18,5,54,38,1,0,0
532261,30,3,4,18,5,54,37,0,1,0
532264,35,6,4,18,5,54,40,1,0,0
532265,28,3,4,18,5,54,37,1,0,0
532266,32,4,4,18,5,54,38,1,0,0
532271,44,28,11,18,5,58,36,1,0,0
532273,32,3,4,18,5,54,37,1,0,0
532278,25,20,4,18,5,54,54,1,0,0
532280,29,3,4,18,5,54,37,0,1,0
532283,39,3,4,18,5,54,37,1,0,0
532287,44,20,8,18,5,56,56,1,0,0
532288,45,3,4,18,5,54,37,1,0,0
532289,82,3,4,18,5,54,37,1,0,0
532296,18,4,4,18,5,54,38,1,0,0
532305,26,4,4,18,5,54,38,0,1,0
532309,19,3,4,18,5,54,37,1,0,0
532310,25,3,4,18,5,54,37,0,1,0
532314,27,25,10,18,5,58,2,1,0,0
532315,35,3,4,18,5,54,37,1,0,0
243482,35,12,5,18,5,55,16,1,0,0
243515,50,4,6,18,5,55,39,1,0,0
243523,55,1,9,18,5,57,8,0,1,0
244262,24,4,5,18,5,55,8,0,1,0
244272,30,1,8,18,5,56,37,1,0,0
592707,24,21,8,18,5,56,57,1,0,0
592712,44,15,8,18,5,56,51,1,0,0
592718,32,15,8,18,5,56,51,0,1,0
592721,20,15,8,18,5,56,51,1,0,0
592722,35,16,8,18,5,56,52,0,1,0
592723,21,15,8,18,5,56,51,0,1,0
592724,35,15,8,18,5,56,51,0,1,0
592725,22,15,8,18,5,56,51,0,1,0
592726,23,19,10,18,5,57,56,1,0,0
592730,39,15,8,18,5,56,51,1,0,0
592732,25,15,8,18,5,56,51,0,1,0
592737,27,20,9,18,5,57,27,0,1,0
592738,39,3,9,18,5,57,10,0,1,0
592739,55,16,8,18,5,56,52,1,0,0
592741,24,1,10,18,5,57,38,0,1,0
592746,30,15,8,18,5,56,51,1,0,0
592747,32,15,8,18,5,56,51,0,1,0
593441,28,24,8,18,5,57,0,0,1,0
593443,21,16,8,18,5,56,52,0,1,0
593444,23,16,8,18,5,56,52,1,0,0
593445,25,17,8,18,5,56,53,1,0,0
593447,29,17,8,18,5,56,53,0,1,0
593449,26,16,8,18,5,56,52,1,0,0
593452,54,17,8,18,5,56,53,1,0,0
593454,22,16,8,18,5,56,52,0,1,0
593457,28,17,8,18,5,56,53,1,0,0
593458,56,17,8,18,5,56,53,1,0,0
593459,18,22,8,18,5,56,58,0,1,0
593462,32,27,8,18,5,57,3,0,1,0
593468,46,17,8,18,5,56,53,0,1,0
593474,43,17,8,18,5,56,53,1,0,0
593478,21,17,8,18,5,56,53,1,0,0
593480,28,16,8,18,5,56,52,0,1,0
593482,46,26,8,18,5,57,2,1,0,0
593484,20,17,8,18,5,56,53,0,1,0
593488,39,17,8,18,5,56,53,1,0,0
593490,25,17,8,18,5,56,53,0,1,0
530025,44,6,4,18,5,54,40,1,0,0
530035,23,9,5,18,5,55,13,0,1,0
530051,18,3,4,18,5,54,37,1,0,0
530053,26,6,4,18,5,54,40,1,0,0
530062,44,10,4,18,5,54,44,0,1,0
530068,21,9,4,18,5,54,43,0,1,0
530070,30,18,6,18,5,55,53,1,0,0
530078,24,4,4,18,5,54,38,1,0,0
531223,58,12,7,18,5,56,17,1,0,0
531245,33,8,10,18,5,57,45,1,0,0
531259,23,6,4,18,5,54,40,0,1,0
531279,17,4,4,18,5,54,38,0,1,0
531290,27,4,5,18,5,55,8,0,1,0
531297,29,4,4,18,5,54,38,0,1,0
532323,24,3,4,18,5,54,37,1,0,0
365202,48,2,3,18,5,54,5,0,1,0
162162,34,6,6,18,5,55,41,0,1,0
163744,24,31,7,18,5,56,36,0,1,0
592753,26,22,8,18,5,56,58,1,0,0
592754,30,29,8,18,5,57,5,0,1,0
592755,27,22,8,18,5,56,58,1,0,0
592757,23,15,8,18,5,56,51,0,1,0
592758,20,21,8,18,5,56,57,1,0,0
592759,45,15,8,18,5,56,51,1,0,0
592760,19,15,8,18,5,56,51,0,1,0
592762,29,15,8,18,5,56,51,0,1,0
592765,44,15,8,18,5,56,51,1,0,0
592771,35,15,8,18,5,56,51,1,0,0
592777,22,15,8,18,5,56,51,0,1,0
592779,39,16,8,18,5,56,52,1,0,0
592780,26,15,8,18,5,56,51,0,1,0
592782,25,15,8,18,5,56,51,1,0,0
592784,16,15,8,18,5,56,51,0,1,0
592788,20,21,8,18,5,56,57,1,0,0
592789,75,31,8,18,5,57,7,0,1,0
592790,32,19,8,18,5,56,55,0,1,0
592791,23,16,8,18,5,56,52,0,1,0
592792,57,15,8,18,5,56,51,0,1,0
593491,38,7,10,18,5,57,44,0,1,0
593494,42,24,8,18,5,57,0,0,1,0
593495,41,17,8,18,5,56,53,1,0,0
593499,30,17,8,18,5,56,53,0,1,0
593501,25,17,8,18,5,56,53,0,1,0
593502,23,3,9,18,5,57,10,0,1,0
593504,43,17,8,18,5,56,53,0,1,0
593510,38,24,8,18,5,57,0,1,0,0
593511,31,24,8,18,5,57,0,0,1,0
593512,44,3,9,18,5,57,10,0,1,0
593513,44,29,8,18,5,57,5,0,1,0
593516,19,12,9,18,5,57,19,0,1,0
593518,18,22,8,18,5,56,58,0,1,0
593520,26,21,8,18,5,56,57,1,0,0
593523,28,26,8,18,5,57,2,0,1,0
593527,20,5,11,18,5,58,13,1,0,0
593531,47,4,10,18,5,57,41,1,0,0
593532,31,17,8,18,5,56,53,0,1,0
593533,25,21,8,18,5,56,57,1,0,0
530088,24,9,4,18,5,54,43,1,0,0
530098,53,6,4,18,5,54,40,1,0,0
530100,54,6,4,18,5,54,40,0,1,0
530103,53,4,4,18,5,54,38,0,1,0
530104,26,11,4,18,5,54,45,1,0,0
530107,29,4,4,18,5,54,38,1,0,0
530108,27,25,10,18,5,58,2,1,0,0
530109,22,4,4,18,5,54,38,1,0,0
530119,38,6,4,18,5,54,40,1,0,0
530129,47,6,4,18,5,54,40,1,0,0
530134,39,6,4,18,5,54,40,0,1,0
530137,23,6,4,18,5,54,40,1,0,0
530140,28,4,5,18,5,55,8,0,1,0
530144,37,14,8,18,5,56,50,0,1,0
531299,23,23,4,18,5,54,57,0,1,0
531319,52,1,4,18,5,54,35,1,0,0
531329,63,3,4,18,5,54,37,0,1,0
531331,21,4,4,18,5,54,38,0,1,0
531340,23,12,4,18,5,54,46,0,1,0
531342,46,1,4,18,5,54,35,0,1,0
531343,62,3,4,18,5,54,37,1,0,0
531354,50,1,4,18,5,54,35,1,0,0
531362,25,31,5,18,5,55,35,0,1,0
365232,41,23,10,18,5,58,0,1,0,0
163002,23,23,3,18,5,54,26,1,0,0
163006,42,22,10,18,5,57,59,0,1,0
244328,28,4,10,18,5,57,41,0,1,0
244329,34,30,5,18,5,55,34,1,0,0
592072,23,14,8,18,5,56,50,1,0,0
592074,31,16,8,18,5,56,52,0,1,0
592075,32,15,8,18,5,56,51,0,1,0
592079,26,15,8,18,5,56,51,0,1,0
592081,28,29,8,18,5,57,5,1,0,0
592797,25,16,8,18,5,56,52,1,0,0
592799,25,22,8,18,5,56,58,1,0,0
592806,23,19,8,18,5,56,55,0,1,0
592814,52,18,8,18,5,56,54,1,0,0
592816,34,31,8,18,5,57,7,1,0,0
592821,28,18,8,18,5,56,54,0,1,0
592822,19,18,8,18,5,56,54,1,0,0
592823,24,15,8,18,5,56,51,0,1,0
592825,26,15,8,18,5,56,51,1,0,0
592826,28,16,8,18,5,56,52,1,0,0
592827,24,22,8,18,5,56,58,1,0,0
592828,22,15,8,18,5,56,51,1,0,0
592829,42,15,8,18,5,56,51,0,1,0
592841,25,22,8,18,5,56,58,0,1,0
592843,25,27,8,18,5,57,3,0,1,0
592844,25,22,8,18,5,56,58,1,0,0
593534,44,8,9,18,5,57,15,0,1,0
593538,35,17,8,18,5,56,53,0,1,0
593540,20,3,9,18,5,57,10,1,0,0
593541,20,17,8,18,5,56,53,0,1,0
593544,44,17,8,18,5,56,53,0,1,0
593546,34,17,8,18,5,56,53,0,1,0
593550,29,26,8,18,5,57,2,0,1,0
593558,41,17,8,18,5,56,53,1,0,0
593571,30,17,8,18,5,56,53,0,1,0
593573,18,10,9,18,5,57,17,0,1,0
593575,20,17,8,18,5,56,53,0,1,0
593576,28,17,8,18,5,56,53,0,1,0
593581,25,26,8,18,5,57,2,0,1,0
593582,26,24,8,18,5,57,0,0,1,0
593583,22,21,8,18,5,56,57,0,1,0
593584,34,17,8,18,5,56,53,1,0,0
530146,30,19,5,18,5,55,23,0,1,0
530149,31,4,4,18,5,54,38,1,0,0
530160,47,4,4,18,5,54,38,1,0,0
530170,46,22,5,18,5,55,26,1,0,0
530172,36,4,5,18,5,55,8,0,1,0
530173,30,13,12,18,5,58,51,1,0,0
530188,46,4,4,18,5,54,38,0,1,0
530213,29,4,4,18,5,54,38,0,1,0
531368,26,1,4,18,5,54,35,1,0,0
531369,26,16,4,18,5,54,50,0,1,0
531373,25,1,4,18,5,54,35,1,0,0
531384,18,7,4,18,5,54,41,1,0,0
531386,30,9,4,18,5,54,43,1,0,0
531388,66,1,4,18,5,54,35,1,0,0
531398,47,4,4,18,5,54,38,0,1,0
531401,40,1,4,18,5,54,35,1,0,0
531412,27,6,4,18,5,54,40,0,1,0
531413,27,1,4,18,5,54,35,1,0,0
531418,47,1,4,18,5,54,35,1,0,0
531419,26,4,4,18,5,54,38,1,0,0
531421,30,1,4,18,5,54,35,1,0,0
531426,27,23,8,18,5,56,59,1,0,0
531432,17,3,4,18,5,54,37,1,0,0
365309,22,21,5,18,5,55,25,0,1,0
365327,66,28,12,18,5,59,6,0,1,0
162213,42,25,7,18,5,56,30,1,0,0
162244,29,2,11,18,5,58,10,0,1,0
163045,25,25,1,18,5,53,29,1,0,0
243625,34,22,11,18,5,58,30,1,0,0
243660,40,20,10,18,5,57,57,1,0,0
592085,44,22,8,18,5,56,58,0,1,0
592091,49,15,8,18,5,56,51,1,0,0
592092,23,17,8,18,5,56,53,1,0,0
592098,27,15,8,18,5,56,51,1,0,0
592099,29,15,8,18,5,56,51,0,1,0
592100,23,29,8,18,5,57,5,1,0,0
592104,34,1,9,18,5,57,8,1,0,0
592105,50,15,8,18,5,56,51,1,0,0
592106,29,16,9,18,5,57,23,0,1,0
592107,20,15,8,18,5,56,51,1,0,0
592108,38,14,8,18,5,56,50,1,0,0
592111,57,15,8,18,5,56,51,0,1,0
592114,52,15,8,18,5,56,51,0,1,0
592116,21,15,8,18,5,56,51,1,0,0
592119,30,5,9,18,5,57,12,1,0,0
592121,25,15,8,18,5,56,51,0,1,0
592129,24,15,8,18,5,56,51,0,1,0
592133,31,15,8,18,5,56,51,1,0,0
592850,39,28,11,18,5,58,36,1,0,0
592854,28,29,8,18,5,57,5,0,1,0
592855,37,7,9,18,5,57,14,0,1,0
592857,21,16,8,18,5,56,52,1,0,0
592859,34,16,8,18,5,56,52,0,1,0
592860,26,16,8,18,5,56,52,1,0,0
592879,39,16,8,18,5,56,52,1,0,0
592880,32,18,8,18,5,56,54,0,1,0
592882,32,16,8,18,5,56,52,0,1,0
592884,45,16,8,18,5,56,52,1,0,0
592885,41,16,8,18,5,56,52,1,0,0
592886,40,16,8,18,5,56,52,0,1,0
592887,29,16,8,18,5,56,52,1,0,0
592888,20,26,10,18,5,58,3,1,0,0
592890,52,16,8,18,5,56,52,0,1,0
592891,26,22,8,18,5,56,58,0,1,0
592894,39,16,8,18,5,56,52,1,0,0
593585,31,19,10,18,5,57,56,1,0,0
593590,29,17,8,18,5,56,53,0,1,0
593593,54,16,11,18,5,58,24,0,1,0
593596,21,19,8,18,5,56,55,1,0,0
593605,29,17,8,18,5,56,53,1,0,0
593606,23,19,8,18,5,56,55,1,0,0
593609,30,22,10,18,5,57,59,0,1,0
593610,22,17,8,18,5,56,53,1,0,0
593611,59,17,8,18,5,56,53,0,1,0
593612,23,28,8,18,5,57,4,1,0,0
593615,32,17,8,18,5,56,53,1,0,0
593620,63,17,8,18,5,56,53,1,0,0
593622,58,2,10,18,5,57,39,0,1,0
593987,30,17,8,18,5,56,53,0,1,0
593989,28,17,8,18,5,56,53,1,0,0
593991,28,17,8,18,5,56,53,0,1,0
593992,21,3,9,18,5,57,10,1,0,0
593993,29,17,8,18,5,56,53,1,0,0
593995,38,10,9,18,5,57,17,0,1,0
593996,36,31,8,18,5,57,7,1,0,0
593997,19,10,9,18,5,57,17,0,1,0
530242,27,4,4,18,5,54,38,0,1,0
530248,58,4,4,18,5,54,38,1,0,0
530255,25,3,4,18,5,54,37,0,1,0
530260,44,20,4,18,5,54,54,0,1,0
530261,64,3,4,18,5,54,37,0,1,0
530262,43,4,4,18,5,54,38,1,0,0
530270,47,6,4,18,5,54,40,1,0,0
