id_estacion_origen,dist_ciclovia_m,ciclo_len_200m
240,348.3436824593223,0.0
95,14.009765316844824,399.5185200029804
30,23.940463966463973,542.1068162636741
121,3.616647166954003,616.2847920169505
473,252.78985667745056,0.0
166,142.3904495862198,282.73630971743995
477,278.9855912765793,0.0
372,161.12870205910593,236.76498563398684
568,140.26549353666275,568.2790519666894
368,1084.6852998879003,0.0
479,430.81590205554,0.0
545,381.4162512564308,0.0
541,74.30253904076706,366.8937526950609
371,22.74068560924379,559.3699806425122
85,44.43186068170611,405.6155760631861
56,272.52564631444096,0.0
138,1.8924073036015105,845.4487036279418
428,1077.953136130021,0.0
435,44.028758546567786,393.3403853743889
370,234.46404230331578,0.0
22,55.7117699363605,383.93672689335926
444,152.01345405285787,154.92386395578603
118,37.26955909364648,397.3909774314509
219,110.79297782573008,316.26968050928645
257,4.979369458168437,547.3078162498058
309,274.02378490800123,0.0
383,616.6842105039094,0.0
87,20.15452739533992,619.1974029609999
577,273.65073627207096,0.0
465,413.00558916336627,0.0
413,713.2810733984853,0.0
481,235.98182692298252,0.0
242,396.0632468856533,0.0
363,126.02417087230147,310.11084951312876
69,1.084900184961115,768.8436725081511
518,516.027548616015,0.0
281,466.0998082054521,0.0
107,46.44055346270414,183.9909495029828
200,42.516813924018734,390.30859872439225
176,122.06488600993117,317.3196511030818
586,1166.98793486021,0.0
158,118.12277670358274,322.78557496071494
393,1158.303667234372,0.0
416,134.30913646191007,295.9333904817652
570,687.4386630010067,0.0
32,0.15733284566216452,405.9416936326326
265,282.59128083793837,0.0
327,565.0714989560428,0.0
237,547.6782901597711,0.0
512,526.4553137603067,0.0
491,16.71566769068538,397.9637396190264
153,42.997249149020206,430.3447862424606
86,29.770777247554946,397.5993580289819
278,2.05276267427851,521.6532481699809
490,262.3274512732398,0.0
469,283.6646393314499,0.0
194,39.223353164128945,593.9490920761336
259,129.0142574031933,302.01046005183866
101,27.917206843842624,511.93690526391094
515,21.00067572622179,798.7818762530444
60,189.30992445037742,126.8363194635839
2,32.63891300831334,962.8488120917483
436,483.66677608429654,0.0
203,217.47887152039095,0.0
488,93.67566562095469,349.1048789937452
26,394.3216012020843,0.0
223,12.884159393742772,648.4750248446144
329,135.77282621191682,293.4868100329105
554,10.45937114418389,399.39841960902305
318,209.03992661560056,0.0
74,36.1976974747114,681.4902358890682
164,277.95427075756453,0.0
585,18.750855437677885,397.99480876321337
187,30.75303530387557,786.622547191085
580,157.82532664275934,279.23701948822463
434,2.165788851211188,200.7241690548929
248,246.70269677742021,0.0
530,18.369582365816896,686.4918184837007
179,122.71193495708675,347.1461214058724
174,0.9824769489008315,399.7621150962155
92,62.29812664695791,380.25316333692587
566,1283.8861857712309,0.0
527,4.121081777987503,726.3721709270881
543,7.803797099817835,569.367726936106
513,463.65143227107086,0.0
25,57.71233135151295,438.77741897543996
132,27.426986110541776,1006.5815197815573
302,564.1611192618367,0.0
449,523.2269363507514,0.0
144,22.023432990303153,743.6051836518122
289,0.978340462690586,582.3128383293579
165,136.86179286618628,290.6709150252076
400,456.2100665621351,0.0
474,96.19008987542368,577.400409991844
550,1377.9941161218787,0.0
77,6.186100395087764,255.04831612160405
460,620.5364034104917,0.0
184,18.441361520128368,577.7943556873047
431,4.428782609867163,403.06366168986165
249,987.3544550283726,0.0
214,30.30626970307888,395.0209893735479
440,24.08842213582011,396.82589366240705
333,674.5731780134977,0.0
68,3.7374046541491364,544.4073327929015
340,59.82005895011273,623.4367185672859
190,88.86920732513896,319.9481645802546
234,19.396505629025132,397.85534355805544
308,453.34530857467496,0.0
576,25.16006247559405,425.9393207415847
116,134.57746754551582,374.7083657514063
231,479.91748174056005,0.0
120,148.21848311701663,278.92279303062645
216,56.95133823613648,382.98927841300673
552,307.42007518384344,0.0
241,891.7440124118963,0.0
196,70.9511726973521,304.4973787855092
548,385.08520552749184,0.0
500,16.6976250976323,515.677825876817
29,16.745677603860237,643.6811408525239
114,193.07045580742644,102.5133064459368
151,787.7143391093526,0.0
199,19.16772082768981,398.5829566841304
497,13.653842237910846,398.67458258253725
572,297.9873993366794,0.0
387,254.28959065738744,0.0
197,146.52830526340324,271.65696074863155
522,205.54760404766617,0.0
403,957.407327945206,0.0
376,95.6623153610747,348.78115711230123
14,5.081994662276847,307.5503174205647
21,9.818441219813705,403.45860240025877
581,142.82234198493884,583.1430668265866
525,50.758591763665386,282.75919405045323
546,352.3807867954796,0.0
91,16.75516520266806,594.9778653129456
535,47.05844672236893,388.78042802577846
82,19.598011171093326,643.3396493925068
291,102.24528304928761,342.05248920851216
355,229.95746882753548,0.0
556,178.9458574439496,159.8892741612617
378,34.84527204225696,393.65253522187186
502,551.7116920271772,0.0
134,472.846047893207,0.0
79,252.0199187776601,0.0
521,383.35040773658835,0.0
348,51.35066343370072,598.9625390550682
427,177.3184028035244,184.0230929546874
245,480.1894427068395,0.0
498,146.40761568023822,272.19090377608217
353,342.350066261357,0.0
135,164.53522306976112,438.3486288290853
544,204.70321215854167,0.0
254,573.3015939138294,0.0
433,286.05307483372854,0.0
264,434.5137800479716,0.0
374,129.99020260567335,235.04066096727942
557,53.49886859960572,519.7356451938107
63,66.590308974132,377.44773430873477
458,5.227184942218011,415.6015803717167
553,131.83003591318032,140.55242338402954
307,865.0152845518261,0.0
70,12.019376041357429,670.7792068073204
6,8.030715727328525,683.914468394513
46,42.926357041237225,468.63333647003907
482,19.424072886624025,626.6975278038765
65,12.430464694342238,399.0224721589241
487,348.3436824593223,0.0
379,11.479145349324364,618.2385580461973
519,10.10711682225054,802.9678822255587
83,8.34077766435621,729.1036912314037
260,13.974513732553834,401.87101552849055
269,209.5152904219901,0.0
188,173.2267032282726,204.8165038522764
493,19.00257387461804,211.3148745651426
574,1074.2756220875858,0.0
323,44.837305211573714,389.5768373809922
472,286.81741412396417,0.0
3,128.6276003531361,394.1125234241496
408,11.162884767534544,608.9776125650213
531,785.42217612838,0.0
559,3.7295377736758097,443.6701746944117
418,0.5395002011533593,489.6747104455322
73,27.793933467643175,545.8916064292378
489,25.839314330168506,528.062826647434
589,158.20543471032104,448.84249500264116
335,38.25789343903766,392.43172831963886
499,10.39111741536537,621.7118542013624
17,51.46898320564762,414.15799183928806
504,20.047207761529943,397.77761426866994
567,5.763760636144526,399.5496277341322
66,44.77766999569737,523.2483253309795
364,654.5871974738487,0.0
99,1.5594354583068515,399.5835414496614
417,612.1377939283045,0.0
150,140.16095198600826,98.51451830049766
322,21.63996899230512,586.133401716516
228,21.92079603540036,397.4670063241439
44,28.35405815736732,848.0248108380924
367,333.24446876322713,0.0
49,215.53948299231476,0.0
507,916.795011980863,0.0
268,7.98705757586972,407.3298955087979
414,445.31030156732066,0.0
511,18.505682547001662,268.703208499447
61,540.626109876532,0.0
202,49.711873598766914,825.6179321451674
523,503.5496275588858,0.0
485,20.880459682105784,397.24279048325036
294,26.867487084250968,708.3567869381313
148,300.16472027158574,0.0
496,781.0131708635554,0.0
540,62.022982732902356,376.3377053567383
24,22.806179127346756,860.2346165875706
423,293.6764678363188,0.0
453,167.1155633193732,240.9577938779069
58,231.0336998332872,0.0
342,43.900118302052064,389.9985080835915
575,5.564135339827556,787.5196250293042
102,14.47571814326261,791.3661471684239
555,272.361686589562,0.0
432,493.71499259343636,0.0
284,3.491348103997734,645.6413301204283
247,299.2755804835115,0.0
262,4.113892652732162,516.333128466948
549,530.881796509314,0.0
299,277.3008485115507,0.0
80,21.672596408578197,396.19491703755057
464,24.93462491889261,610.2988406276103
215,57.365513508668485,377.20429520999807
537,502.2759811332252,0.0
126,366.11161509102743,0.0
384,242.57492885366133,0.0
152,52.36657113543304,403.7406417943714
395,630.7190879105248,0.0
520,14.929430156866685,399.92970933934413
508,1009.485380135329,0.0
122,79.756503049047,516.4076968158345
48,295.87739876360376,0.0
461,258.2827910743956,0.0
189,31.07121471546961,451.07052511451434
422,7.3383184301112365,431.7597869680774
484,14.412288331849263,398.7114684176452
483,758.7328769020072,0.0
358,241.1163867402351,0.0
526,15.162214242845227,627.1156717317788
270,122.2471435715652,314.37760964692706
565,4.926002491138724,399.5389841759842
466,30.022552109474272,393.57121735508207
169,20.102110505007122,807.393455148173
76,47.48659845755806,386.8569158437196
94,155.24487521083597,251.53940194743814
420,105.97702723368856,635.9422539697937
454,160.7803984450805,236.4138386181882
562,160.63719032012972,134.72351975684262
369,26.968684872591272,751.564606690426
509,574.495579564265,0.0
162,204.769060034569,0.0
89,2.6197516416302506,399.76026236016145
204,294.34962738413236,0.0
93,34.43480971202588,679.2069467168214
124,430.98717223880027,0.0
128,0.027420435489773885,624.2812606982028
392,521.3837513905811,0.0
563,351.93029848056744,0.0
359,168.63487458352964,214.51188532867405
222,230.32379114409548,0.0
227,125.77703412326416,325.22515540068355
207,744.402694806005,0.0
50,194.21496179643384,93.82688698251229
330,477.7384645688226,0.0
528,685.4599921433609,0.0
98,147.67715706166464,269.08893945744853
171,143.38077824742356,688.2325157996898
468,31.1073780119678,394.99639807558754
13,158.501249064385,244.09458849210165
273,278.87614933814797,0.0
236,44.930910158779255,389.60561367520063
310,161.06033180554422,236.666804753295
361,7.090231945390824,478.1770388877751
161,8.248073364951694,626.3442765524264
27,44.44967910188248,773.8814845970181
111,248.6368999803365,0.0
476,153.32455674917912,256.9903589439201
