id_estacion_origen,dist_ciclovia_m,ciclo_len_200m
478,19.4478801767565,640.1509960258448
5,52.586796725559466,427.4722318577685
186,156.81994729603267,247.7662011150545
155,12.313123669355612,401.0344421113588
239,20.01747639544415,609.0719060282045
212,44.570196288376444,719.7852335146715
146,4.649771066726371,512.8777699594638
35,76.91376933809025,131.0007685525178
587,23.67825210474188,647.547178901201
252,8.32936909343944,712.4657640921823
301,1883.9128520952956,0.0
191,10.59982317904118,583.1274368981155
542,32.3569791327875,394.07245689158395
193,406.1611789131318,0.0
220,0.7212010907451993,399.785419491845
558,3.394414454862474,552.508048064189
539,62.503740489634794,641.8475691308703
263,374.0187895278066,0.0
71,153.64971574911547,331.38779405907223
232,169.09112958909216,212.5216633026098
583,309.0345814125946,0.0
561,1207.9486706629104,0.0
442,14.412288331849263,398.7114684176452
167,509.76044006437996,0.0
267,604.8633109694133,0.0
255,17.820007091473556,660.0931708444425
349,165.69208832765915,412.08875200418265
386,418.24972576287274,0.0
564,422.8034293573913,0.0
381,375.3768664586958,0.0
177,19.613180695216222,441.68289187795114
455,6.976600557086517,399.62785347745415
375,817.1394314368249,0.0
457,376.24719408256044,0.0
429,336.2163880614166,0.0
251,350.6711158204801,0.0
275,1.9208963079346124,399.61847428945833
117,23.635512537464066,396.91324033461643
475,1231.1593959654615,0.0
229,274.3295866633615,0.0
424,189.43378641744576,128.48266097001076
584,763.3173394522775,0.0
182,7.821353692162836,625.4126247698563
230,27.313177660614382,517.9651106655862
494,292.96755075648036,0.0
137,9.947416574187848,612.0602416392661
373,220.30166742406504,0.0
104,36.69502641065911,183.04379442970355
33,7.638131691455601,796.9356469195174
503,32.509882784448585,541.502760990023
168,153.35662881598807,246.2930413787737
4,15.481227537744672,1038.472574125386
588,430.1455965150457,0.0
43,54.612748385080195,746.3848894805984
425,564.0167842645171,0.0
213,20.24337884773179,512.8523988410124
181,29.808736660189783,777.4461850894061
311,677.3501321159614,0.0
573,16.41753385185828,671.5405259031136
304,401.33524886189554,0.0
362,498.29107398431944,0.0
57,292.9787153079941,0.0
536,112.281733101869,543.1990647269251
59,164.1406772128788,252.36498751552398
480,296.6071747347818,0.0
75,42.16590431405631,435.4383489792257
582,103.2796645943445,349.05798352355396
366,572.3919696124785,0.0
316,26.223069935516957,569.2284144327034
579,149.16878166002198,266.159882230295
560,246.77509641202607,0.0
471,145.67773304672585,54.760888397078816
505,518.3162611369947,0.0
45,28.474100145010325,237.80926836446938
149,155.35556734003086,253.93291188892778
336,69.41367968144894,357.818246447654
426,302.362910375892,0.0
130,13.515245681662616,825.6234070860144
172,172.08907787846226,206.76714681677194
551,580.0643805128256,0.0
8,22.467000831063473,396.88888057481404
524,211.66640771402365,0.0
206,13.942203197985966,547.0272046876853
36,60.487055068721666,381.1113761979777
532,620.931926729908,0.0
271,705.3001766740073,0.0
533,247.72268505873208,0.0
547,230.69777404677697,0.0
569,32.406557154794065,394.35249002239107
534,2.0646879223002212,647.3878315543363
12,37.56438694657595,342.7720916423517
183,110.85038695177967,609.6937406268064
412,195.32859373167545,86.0682549146675
156,90.33041787487812,346.06049976206884
235,234.30286925821716,0.0
486,15.524232538271608,212.86210567400195
261,598.8387131172387,0.0
538,22.62400172902171,546.3651001949763
210,20.367408354901826,937.222459662394
517,15.352953216851182,587.9230685570735
9,18.76193654614622,577.6738713204539
253,309.25831194118143,0.0
516,15.72156865826509,805.2247825896457
112,16.430842406321055,760.3783854792885
38,31.09611440009794,393.5407289006229
96,90.66669049280908,400.52290369608386
590,428.05174113603454,0.0
277,22.04830029670769,629.1860122683127
280,305.77641718770616,0.0
385,1138.8111380472421,0.0
7,31.24825329154498,663.0411656377793
54,22.57199545255323,824.0214710299286
41,153.10122263233418,256.8598349025291
324,346.517540084874,0.0
407,327.335574633069,0.0
163,201.96317051588287,0.0
258,107.85394155536054,336.48407620860974
492,330.6027803562958,0.0
208,15.897104898403612,398.39742592804055
131,2.123126693238441,751.227726630995
382,254.21923912312624,0.0
501,20.89327349267431,403.9383924731976
175,43.113214389795004,677.5849259027897
64,0.3606479385291033,400.1248670508935
