ID_usuario,edad_usuario,año_alta,mes_alta,dia_alta,hora_alta_h,hora_alta_m,hora_alta_s,genero_FEMALE,genero_MALE,genero_OTHER
7682,45,2015,2,15,17,32,55,0,1,0
19577,47,2015,2,15,17,33,12,0,1,0
108635,26,2015,2,15,17,35,14,0,1,0
129948,29,2015,2,15,17,35,43,0,1,0
129949,24,2015,2,15,17,35,43,0,1,0
129950,25,2015,2,15,17,35,43,1,0,0
129952,30,2015,2,15,17,35,43,0,1,0
129951,50,2015,2,15,17,35,43,0,1,0
129953,53,2015,2,15,17,35,43,1,0,0
129954,37,2015,2,15,17,35,43,1,0,0
129956,34,2015,2,15,17,35,43,0,1,0
129955,44,2015,2,15,17,35,43,1,0,0
129957,22,2015,2,15,17,35,43,1,0,0
129958,26,2015,2,15,17,35,43,1,0,0
129959,42,2015,2,15,17,35,43,1,0,0
129960,20,2015,2,15,17,35,43,1,0,0
129962,32,2015,2,15,17,35,43,0,1,0
129961,56,2015,2,15,17,35,43,1,0,0
129964,25,2015,2,15,17,35,43,1,0,0
129963,25,2015,2,15,17,35,43,0,1,0
129965,38,2015,2,15,17,35,43,1,0,0
129966,81,2015,2,15,17,35,43,1,0,0
129967,26,2015,2,15,17,35,43,1,0,0
129970,30,2015,2,15,17,35,43,1,0,0
129968,33,2015,2,15,17,35,43,0,1,0
129969,40,2015,2,15,17,35,43,1,0,0
129971,21,2015,2,15,17,35,43,1,0,0
129972,22,2015,2,15,17,35,43,1,0,0
129975,26,2015,2,15,17,35,43,1,0,0
129974,28,2015,2,15,17,35,43,0,1,0
129973,29,2015,2,15,17,35,43,0,1,0
129977,30,2015,2,15,17,35,43,0,1,0
129976,64,2015,2,15,17,35,43,1,0,0
129979,35,2015,2,15,17,35,43,0,1,0
129978,64,2015,2,15,17,35,43,1,0,0
129982,26,2015,2,15,17,35,43,1,0,0
129981,36,2015,2,15,17,35,43,0,1,0
129980,36,2015,2,15,17,35,43,0,1,0
129983,28,2015,2,15,17,35,43,0,1,0
129985,48,2015,2,15,17,35,43,0,1,0
129984,65,2015,2,15,17,35,43,0,1,0
129987,35,2015,2,15,17,35,43,0,1,0
129986,39,2015,2,15,17,35,43,1,0,0
129990,19,2015,2,15,17,35,43,0,1,0
129991,33,2015,2,15,17,35,43,1,0,0
129989,54,2015,2,15,17,35,43,0,1,0
129988,56,2015,2,15,17,35,43,1,0,0
129995,33,2015,2,15,17,35,43,0,1,0
129993,47,2015,2,15,17,35,43,0,1,0
129992,57,2015,2,15,17,35,43,1,0,0
129994,68,2015,2,15,17,35,43,0,1,0
129997,51,2015,2,15,17,35,43,0,1,0
129996,63,2015,2,15,17,35,43,1,0,0
129999,37,2015,2,15,17,35,43,0,1,0
129998,46,2015,2,15,17,35,43,1,0,0
130000,50,2015,2,15,17,35,43,1,0,0
130003,26,2015,2,15,17,35,43,1,0,0
130002,26,2015,2,15,17,35,43,0,1,0
130001,27,2015,2,15,17,35,43,0,1,0
130005,31,2015,2,15,17,35,43,1,0,0
130004,45,2015,2,15,17,35,43,0,1,0
130006,56,2015,2,15,17,35,43,1,0,0
130008,61,2015,2,15,17,35,43,0,1,0
130007,73,2015,2,15,17,35,43,0,1,0
130010,30,2015,2,15,17,35,43,1,0,0
130011,30,2015,2,15,17,35,43,1,0,0
130012,42,2015,2,15,17,35,43,1,0,0
130009,52,2015,2,15,17,35,43,1,0,0
130015,26,2015,2,15,17,35,43,0,1,0
130013,27,2015,2,15,17,35,43,1,0,0
130014,62,2015,2,15,17,35,43,0,1,0
130016,53,2015,2,15,17,35,43,1,0,0
130019,23,2015,2,15,17,35,43,0,1,0
130018,26,2015,2,15,17,35,43,1,0,0
130020,35,2015,2,15,17,35,43,1,0,0
130017,58,2015,2,15,17,35,43,0,1,0
130022,29,2015,2,15,17,35,43,0,1,0
130023,36,2015,2,15,17,35,43,0,1,0
130021,74,2015,2,15,17,35,43,1,0,0
130025,27,2015,2,15,17,35,43,0,1,0
130024,35,2015,2,15,17,35,43,1,0,0
130026,42,2015,2,15,17,35,43,0,1,0
130030,30,2015,2,15,17,35,43,0,1,0
130028,34,2015,2,15,17,35,43,1,0,0
130027,38,2015,2,15,17,35,43,1,0,0
130029,38,2015,2,15,17,35,43,0,1,0
130033,29,2015,2,15,17,35,43,0,1,0
130032,33,2015,2,15,17,35,43,1,0,0
130031,34,2015,2,15,17,35,43,1,0,0
130034,26,2015,2,15,17,35,43,0,1,0
130036,34,2015,2,15,17,35,43,1,0,0
130035,38,2015,2,15,17,35,43,0,1,0
130039,23,2015,2,15,17,35,43,0,1,0
130037,25,2015,2,15,17,35,43,0,1,0
130038,31,2015,2,15,17,35,43,0,1,0
130040,36,2015,2,15,17,35,43,0,1,0
130041,27,2015,2,15,17,35,43,1,0,0
130042,28,2015,2,15,17,35,43,0,1,0
130044,28,2015,2,15,17,35,43,0,1,0
130043,35,2015,2,15,17,35,43,0,1,0
130046,26,2015,2,15,17,35,43,1,0,0
130045,26,2015,2,15,17,35,43,1,0,0
130047,28,2015,2,15,17,35,43,1,0,0
130048,33,2015,2,15,17,35,43,0,1,0
130051,25,2015,2,15,17,35,43,1,0,0
130050,33,2015,2,15,17,35,43,1,0,0
130049,35,2015,2,15,17,35,43,0,1,0
130052,26,2015,2,15,17,35,43,1,0,0
130053,31,2015,2,15,17,35,43,1,0,0
130054,30,2015,2,15,17,35,43,0,1,0
130055,61,2015,2,15,17,35,43,1,0,0
130057,24,2015,2,15,17,35,43,0,1,0
130056,43,2015,2,15,17,35,43,0,1,0
130058,24,2015,2,15,17,35,43,1,0,0
130059,26,2015,2,15,17,35,43,1,0,0
130060,53,2015,2,15,17,35,43,1,0,0
130062,20,2015,2,15,17,35,43,1,0,0
130061,26,2015,2,15,17,35,43,1,0,0
130064,20,2015,2,15,17,35,43,0,1,0
130063,39,2015,2,15,17,35,43,0,1,0
130067,25,2015,2,15,17,35,43,0,1,0
130066,30,2015,2,15,17,35,43,0,1,0
130065,39,2015,2,15,17,35,43,1,0,0
130071,22,2015,2,15,17,35,43,0,1,0
130068,25,2015,2,15,17,35,43,0,1,0
130070,27,2015,2,15,17,35,43,1,0,0
130069,46,2015,2,15,17,35,43,1,0,0
130073,26,2015,2,15,17,35,43,0,1,0
130072,26,2015,2,15,17,35,43,0,1,0
130074,28,2015,2,15,17,35,43,0,1,0
130076,27,2015,2,15,17,35,43,0,1,0
130077,28,2015,2,15,17,35,43,0,1,0
130075,72,2015,2,15,17,35,43,1,0,0
130081,25,2015,2,15,17,35,43,1,0,0
130080,25,2015,2,15,17,35,43,1,0,0
130078,29,2015,2,15,17,35,43,0,1,0
130079,48,2015,2,15,17,35,43,1,0,0
130082,30,2015,2,15,17,35,43,1,0,0
130083,30,2015,2,15,17,35,43,0,1,0
130084,49,2015,2,15,17,35,43,0,1,0
130085,27,2015,2,15,17,35,43,0,1,0
130086,40,2015,2,15,17,35,43,1,0,0
130087,46,2015,2,15,17,35,43,1,0,0
130088,53,2015,2,15,17,35,43,0,1,0
130091,24,2015,2,15,17,35,43,0,1,0
130089,31,2015,2,15,17,35,43,1,0,0
130090,46,2015,2,15,17,35,43,0,1,0
130092,23,2015,2,15,17,35,43,0,1,0
130093,35,2015,2,15,17,35,43,0,1,0
130094,68,2015,2,15,17,35,43,0,1,0
130095,27,2015,2,15,17,35,43,0,1,0
130096,34,2015,2,15,17,35,43,1,0,0
130097,37,2015,2,15,17,35,43,0,1,0
130098,70,2015,2,15,17,35,43,0,1,0
130099,70,2015,2,15,17,35,43,0,1,0
130101,29,2015,2,15,17,35,43,0,1,0
